N_id,Title,Main Genre,Sub Genres,Release Year,Maturity Rating,Original Audio,Recommendations,Recommendation_Count
81728085,Non Negotiable,Comedy,"Mexican, Comedy, Thriller",2024,U/A 16+,"English, Spanish Latin America [Original], Spanish Latin America - Audio Description","81686137, 81569829, 81094801, 81398899, 81907087, 81663095, 81163835, 81500431, 81305487, 81674131, 81644947, 81050943",12
81728111,Agak Laen,Comedy,"Indonesian, Comedy, Horror",2023,U/A 13+,Indonesian [Original],"81753728, 81971170, 81260653, 81632937, 81516478, 81260652, 81767375, 81711292, 81362645, 81770884, 81706809, 81747921",12
81728124,Jawan: Telugu Extended Cut,Action,"Drama, Action & Adventure, Social Issue Dramas",2023,A,Telugu,"81462293, 81728125, 81727155, 81252029, 81551307, 81639320, 81637260, 81508702, 81242575, 81436990, 81493411, 81671558",12
81728125,Jawan: Tamil Extended Cut,Action,"Bollywood, Drama, Action & Adventure, Social Issue Dramas",2023,A,Tamil,"81639319, 81508241, 81626533, 81644302, 81754779, 81016196, 81624793, 81637261, 81493411, 81337210, 81427795, 81728124",12
81728301,Camp Crasher,Comedy,"Family, Argentinian, Comedy",2024,U/A 13+,"English, Hindi, Spanish Latin America [Original], Spanish Latin America - Audio Description","81595480, 81630894, 81730306, 81222715, 81688773, 81570889, 81035234, 81664637, 81276519, 81500431, 81522482, 81756336",12
81728319,Blippi'S Big Dino Adventure,Kids,"Children & Family, US",2023,U,English [Original],"81637392, 81332264, 81923548, 81689583, 81944259, 81272431, 81009946, 81691739, 81643932, 80025494, 81726679, 80026226",12
81728364,As If It'S True,Romance,"Filipino, Drama, Romantic",2023,A,Filipino [Original],"81765097, 81901875, 81946499, 81919926, 81687834, 81685455, 81716908, 81928495, 81765098, 81671773, 81615943, 81712030",12
81728557,Neal Brennan: Crazy Good,Comedy,Stand-Up Comedy,2024,A,"English [Original], English - Audio Description","81708429, 81684893, 81735769, 81717099, 81036234, 81714181, 81681458, 80117452, 81635847, 81605926, 81717103, 81679673",12
81728596,Amaran,Action,"Drama, Romantic, Action & Adventure, Tamil-Language",2024,U/A 16+,"Hindi, Kannada, English, Tamil [Original], Telugu, Malayalam","81632727, 81588444, 81555298, 81953481, 81762714, 81730619, 81242574, 81750030, 81770422, 81728598, 81902035, 81486768",12
81728598,Devara,Action,"Drama, Action & Adventure, Telugu-Language",2024,U/A 16+,"Hindi, Kannada, English, Telugu [Original], Tamil, Malayalam","81727155, 81953481, 81680653, 81762714, 81713677, 70082633, 81476453, 81671215, 81728596, 81770422, 81509546, 81726031",12
81728840,Hit Man,Comedy,"Romantic Comedies, Comedy, Romantic, US",2024,A,"Hindi - Audio Description, Hindi, English [Original], Tamil, Telugu, English - Audio Description","81186234, 60022922, 81458416, 80239019, 81715819, 81760229, 80015343, 80184100, 81511779, 81361154, 81034895, 81282732",12
81728930,American Symphony,Documentary,"Music, Documentaries, Biographical Documentaries, US",2023,U/A 16+,"English [Original], English - Audio Description","81554996, 81760197, 81312835, 81720500, 81028336, 81321341, 81479059, 81571854, 70308063, 81777798, 81098586, 81766865",12
81728938,Dave Attell: Hot Cross Buns,Comedy,Stand-Up Comedy,2024,U/A 16+,"English [Original], English - Audio Description","81728557, 81684893, 81690511, 81060174, 81616392, 81702961, 81738579, 81681458, 81605926, 81635847, 80216094, 81679673",12
81728992,Kushi (Tamil),Romance,"Romantic Comedies, Drama, Comedy, Romantic",2023,U/A 13+,Tamil,"81600221, 81638585, 81615045, 81623886, 81176205, 81753407, 81582584, 81729006, 81637261, 81719490, 81642992, 81719491",12
81729006,Kushi (Malayalam),Romance,"Romantic Comedies, Drama, Comedy, Romantic",2023,U/A 13+,Malayalam,"81753408, 81186758, 81637262, 81259350, 81332317, 81582587, 81477014, 81258583, 81728992, 81719490, 81623887, 81719491",12
81729007,Kushi (Kannada),Romance,"Romantic Comedies, Drama, Comedy, Romantic",2023,U/A 13+,Kannada,"81508706, 81582588, 81753409, 81637263, 81555342, 81681254, 81609577, 81642995, 81728992, 81719490, 81719491, 81519046",12
81729081,Tòkunbọ̀,Drama,"Nollywood, Crime, Drama, Thriller, African",2024,U/A 16+,"English [Original], English - Audio Description","81698992, 81641273, 81914031, 81176353, 81265803, 81280035, 81676888, 81115400, 81681233, 81450071, 81157729, 81579704",12
81729517,Pete Davidson: Turbo Fonzarelli,Comedy,Stand-Up Comedy,2024,A,"English [Original], English - Audio Description","81708429, 81619082, 81685073, 81665820, 81681458, 81714181, 81229595, 81073637, 81635847, 81605926, 81717103, 81679673",12
81729682,The Rope Curse 3,Horror,"Taiwanese, Horror, Chinese",2023,U/A 16+,"Mandarin Guoyu - Audio Description, Mandarin Guoyu [Original]","81757583, 81224632, 81457374, 81486333, 81351497, 81599888, 81307048, 81282019, 81754653, 81696795, 81341307, 81486809",12
81729959,Please Don'T Destroy: The Treasure Of Foggy Mountain,Comedy,"Comedy, Action & Adventure, US",2023,U/A 16+,"English [Original], Hindi, English - Audio Description","81481606, 81595480, 81023618, 80063604, 81730306, 81730530, 81079259, 80169617, 81336431, 70112729, 81623335, 70167074",12
81730153,The Origin: Madam Koi-Koi - Chapter 1: The Awakening,Horror,"Nollywood, Horror, African",2023,U/A 16+,English [Original],"81730154, 80991313, 81240831, 81639205, 81478662, 70251894, 81663120, 81270668, 81483977, 81582382, 80109295, 81644122",12
81730154,The Origin: Madam Koi-Koi - Chapter 2: The Spirit Of Vengeance,Horror,"Nollywood, Horror, African",2023,U/A 16+,English [Original],"80991313, 81240831, 81639205, 81478662, 81730153, 81663120, 81270668, 81711292, 81582382, 81753224, 81738676, 80109295",12
81730156,Adire,Drama,"Nollywood, Drama, Social Issue Dramas, African",2023,U/A 16+,English [Original],"81735125, 81478629, 81720931, 81681233, 81681791, 81663115, 81730157, 81735961, 81689060, 81591160, 81746729, 81300126",12
81730157,Áfàméfùnà: An Nwa Boi Story,Drama,"Nollywood, Drama, African",2023,U/A 16+,Igbo [Original],"81735125, 81478629, 81392197, 81521086, 81332042, 81681233, 81681791, 81663115, 81591160, 81746729, 81730156, 81730158",12
81730158,Strained,Drama,"Nollywood, Drama, Social Issue Dramas, African",2023,U/A 13+,English [Original],"81735125, 81478629, 81612858, 81681233, 81730157, 81663115, 81663111, 81682802, 81270767, 81591160, 81746729, 81730156",12
81730306,Genie,Comedy,"Comedy, US",2023,U/A 7+,"English [Original], Hindi, English - Audio Description","81595480, 81481606, 81305096, 81307099, 81729959, 81671213, 81079259, 81728301, 81522482, 81281864, 81281320, 81623335",12
81730353,Three Of Us,Drama,"Hindi-Language, Bollywood, Drama, Independent",2023,U/A 13+,Hindi [Original],"81580846, 81732726, 81725616, 81423081, 81176968, 81206929, 81572876, 81740214, 81113922, 81554104, 81725617, 81688853",12
81730390,Adrishya Jalakangal,Drama,"Malayalam-Language, Drama, Independent",2023,U/A 16+,Malayalam [Original],"81602975, 81707601, 81477034, 81680655, 81613491, 81332317, 81354207, 81612627, 81726744, 81742905, 81571133, 81289659",12
81730408,Wild Wild Punjab,Comedy,"Hindi-Language, Bollywood, Comedy",2024,U/A 16+,"Hindi - Audio Description, Hindi [Original], English, Tamil, Telugu","81672746, 81641718, 81177241, 70278990, 81387255, 70052249, 81267359, 81332225, 70185139, 81630998, 81631010, 81281426",12
81730508,Dusty Slay: Workin' Man,Comedy,Stand-Up Comedy,2024,U/A 13+,"English [Original], English - Audio Description","80175685, 81690511, 81616392, 81251389, 81735769, 81248586, 81002880, 81729517, 81738579, 81681458, 81635847, 81722080",12
81730530,Cunk On Life,Comedy,"British, Satires, Comedy",2024,A,"British English - Audio Description, English [Original]","81307099, 81630894, 80238565, 81729959, 81305757, 70055221, 81478916, 80998491, 81332175, 80036165, 81516751, 70136120",12
81730602,Hello Ghost,Comedy,"Taiwanese, Drama, Comedy, Chinese",2023,A,Mandarin Guoyu [Original],"80214451, 81746263, 81907087, 81717580, 81689962, 81604901, 81594918, 70299544, 81706809, 81740095, 81652564, 81775463",12
81730619,Jigra,Action,"Hindi-Language, Bollywood, Crime, Drama, Action & Adventure, Social Issue Dramas",2024,U/A 16+,"Hindi - Audio Description, English, Hindi [Original], Telugu","81632727, 81555298, 81902035, 81685896, 81728596, 81777258, 81280352, 81769841, 81681817, 81750030, 81509546, 81726031",12
81730920,Maharaj,Drama,"Hindi-Language, Bollywood, Drama, Based on Books, Period Pieces, Based on Real Life, Social Issue Dramas",2024,U/A 16+,"Hindi - Audio Description, Hindi [Original], English, Tamil, Telugu","81631011, 81732726, 81122198, 81631010, 81508378, 81690671, 81777258, 81280352, 81681817, 81760391, 81712516, 81917393",12
81731618,Dunki,Drama,"Hindi-Language, Bollywood, Romantic Comedies, Drama, Comedy, Romantic, Social Issue Dramas",2023,U/A 16+,Hindi [Original],"81672746, 81382254, 81318083, 70303496, 80091866, 81280352, 81722145, 81760391, 81493411, 80017528, 80164778, 60036750",12
81731621,Baby Ruby,Thriller,"Independent, Horror, Thriller, US",2022,A,"English [Original], Hindi, English - Audio Description","60026114, 70032591, 81691511, 81686134, 81444812, 81592177, 81599888, 81131575, 81582382, 80203186, 81157374, 81644122",12
81732726,Bhakshak,Drama,"Hindi-Language, Bollywood, Crime, Drama, Thriller, Social Issue Dramas",2024,A,"Hindi - Audio Description, Hindi [Original], English, Tamil, Telugu","81436989, 81154455, 81176968, 81537953, 81586376, 81777258, 81144153, 81730920, 81252372, 81305487, 80201175, 81595555",12
81733310,His Three Daughters,Drama,"Drama, Independent, US",2024,U/A 16+,"Hindi - Audio Description, Hindi, English [Original], Tamil, Telugu, English - Audio Description","81349306, 81711973, 81332733, 81786970, 80223779, 81460836, 81696510, 80017272, 60023237, 81128745, 81478910, 80149312",12
81733653,Andragogy,Drama,"Indonesian, Drama, Social Issue Dramas",2023,U/A 13+,Indonesian [Original],"81755772, 81716462, 81632937, 81786970, 81743706, 81519381, 81724557, 81704426, 81770884, 81706809, 81413554, 81747921",12
81733748,Trading Places,Comedy,"South African, Romantic Comedies, Comedy, Romantic, African",2023,U/A 16+,English [Original],"81307099, 81630894, 81741262, 81618517, 81565758, 81683815, 81389612, 81616774, 81653507, 81244451, 81636968, 81616770",12
81733749,Six In The City,Comedy,"South African, Comedy, African",2023,U/A 13+,English [Original],"81741262, 81618517, 81616772, 81666766, 81683815, 81616774, 81733748, 81522482, 81294417, 81244451, 81616770, 81497489",12
81734371,I Am Not Big Bird,Comedy,"Filipino, Comedy",2024,A,Filipino [Original],"81677015, 81747923, 81597575, 81510752, 81510755, 81665492, 81928495, 81765098, 81665491, 70154732, 81677017, 81615943",12
81734609,Making Squid Game: The Challenge,Reality TV,"Reality TV, US TV Shows",2023,U/A 13+,"Hindi, English [Original], Tamil, Telugu, English - Audio Description","81653386, 81006858, 81480089, 81587446, 81286686, 81436209, 81731720, 81615540, 81333845, 81927150, 81729971, 81635888",12
81734885,Trinil,Horror,"Indonesian, based on a Play, Horror",2023,U/A 16+,Indonesian [Original],"81757583, 81755776, 81735367, 81675814, 81725776, 81738677, 81738676, 81767375, 81751929, 81927385, 81753728, 81755768",12
81735230,An Instant Dad,Comedy,"Comedy, African",2023,U/A 7+,English [Original],"81307099, 81324411, 81741262, 81618517, 81675070, 81565758, 81598307, 81683815, 81666758, 81412201, 81651693, 81244451",12
81735367,Indigo,Horror,"Indonesian, Horror",2023,U/A 13+,Indonesian [Original],"81753728, 81755776, 81675814, 81725776, 81738677, 81016750, 81021831, 81767375, 81751929, 81711292, 81738676, 81755768",12
81735769,Chad Daniels: Empty Nester,Comedy,Stand-Up Comedy,2024,U/A 16+,"English [Original], English - Audio Description","81708429, 81728557, 81764466, 81771853, 81702961, 81616392, 81696724, 81002880, 81697660, 81681458, 81635847, 81691534",12
81735961,Dinner,Drama,"Nollywood, Drama, Thriller, African",2016,U/A 16+,English [Original],"81462490, 81478629, 81682801, 81689061, 81435742, 81681233, 81689059, 81663115, 81591160, 81746729, 81730156, 81730158",12
81736237,Air Mata Di Ujung Sajadah,Drama,"Indonesian, Drama",2023,U/A 7+,Indonesian [Original],"81733653, 81716462, 81786970, 81632937, 81285891, 81743706, 81644088, 81260640, 81362645, 81925606, 81770884, 81413554",12
81737633,It'S All Over: The Kiss That Changed Spanish Football,Documentary,"Spanish, Documentaries, Sports",2024,U/A 16+,"Spanish Spain - Audio Description, English, Spanish Spain [Original]","81681626, 81005126, 81674441, 81759420, 81681112, 81700902, 81685880, 81591286, 81623231, 81479059, 81713263, 81554996",12
81738579,Anthony Jeselnik: Bones And All,Comedy,Stand-Up Comedy,2024,A,"English [Original], English - Audio Description","80043049, 81764466, 81708429, 81060174, 81577726, 80227677, 81776083, 81140682, 81714181, 81635847, 81267396, 81679673",12
81738676,Do You See What I See,Horror,"Indonesian, Horror",2024,U/A 13+,Indonesian [Original],"81757583, 81755776, 81735367, 81675814, 81738677, 81767375, 81711292, 81751929, 81927722, 81767017, 81927385, 81755768",12
81738677,Jurnal Risa By Risa Saraswati,Horror,"Indonesian, Horror",2024,U/A 16+,Indonesian [Original],"70032591, 81755776, 81971170, 81735367, 81720031, 81767375, 81711292, 81751929, 81030893, 81927385, 81738676, 81755768",12
81738679,Titip Surat Untuk Tuhan,Drama,"Indonesian, Drama",2023,U/A 13+,Indonesian [Original],"81733653, 81755772, 81786970, 81736237, 81743706, 81644088, 81929079, 81262711, 81925606, 81502829, 81770884, 81413554",12
81739319,Outside,Horror,"Filipino, Horror",2024,A,"Filipino - Audio Description, English, Hindi, Filipino [Original]","80198988, 81240831, 81256675, 81021447, 81237994, 81003028, 81520295, 81046394, 81061734, 80161216, 81464329, 81635888",12
81739957,The Netflix Slam,Sports,"Sports Events, Sports, US TV Shows",2024,U/A 7+,"English [Original], English - Audio Description","81569920, 81720808, 81223488, 81783473, 81733186, 81128594, 80204890, 81681112, 80203144, 81685880, 81025735, 81026434",12
81740214,Hi Papa (Hindi),Romance,"Drama, Romantic, Telugu-Language",2023,U/A 7+,Hindi,"81382265, 81683129, 81725616, 81690671, 81582585, 81753407, 81671215, 81382264, 81350340, 81712516, 81719491, 81682028",12
81740314,Mantra Surugana,Horror,"Indonesian, Horror",2023,A,Indonesian [Original],"81755776, 81735367, 81655100, 81675814, 81725776, 81738677, 81030893, 81751929, 81678779, 81671921, 81755768, 81678778",12
81740504,Find Me Falling,Romance,"Music, Romantic Comedies, Comedy, Romantic, US",2024,U/A 16+,"Hindi - Audio Description, Hindi, English [Original], Tamil, Telugu, English - Audio Description","81728840, 81045831, 81157573, 81760229, 81286006, 81485781, 81504327, 81459080, 81683344, 80031629, 81241465, 81361154",12
81741262,The Vow,Drama,"South African, Romantic Comedies, Drama, Comedy, Romantic, African",2023,U/A 16+,English [Original],"81011159, 70167075, 81618517, 81565758, 81683815, 81666758, 81616774, 81504327, 60023237, 81653507, 81903225, 60036227",12
81741339,Holiday In The Vineyards,Romance,"Romantic Comedies, Comedy, Romantic, US",2023,U/A 13+,"English [Original], English - Audio Description","81779944, 81764579, 81447216, 81344378, 80160759, 81696235, 81609503, 81696232, 81779945, 81026181, 81683344, 81696231",12
81742210,Trespassers,Drama,"Japanese, Crime, Drama, Comedy",2024,U/A 13+,Japanese [Original],"81622917, 81739766, 81574118, 81932411, 81717580, 81747060, 81502828, 81947279, 81901151, 81476361, 81940806, 81444722",12
81742215,Leo (English),Action,"Crime, Action & Adventure",2023,U/A 16+,English,"81639319, 81639323, 81508241, 81644302, 81727155, 81157385, 81754782, 81762714, 81639320, 81016196, 81508702, 81508719",12
81742609,Indian 2,Drama,"Drama, Action & Adventure, Social Issue Dramas, Tamil-Language",2024,U/A 16+,"Hindi, Kannada, Tamil [Original], Telugu, Malayalam","27748788, 81686137, 81555298, 81639319, 81508717, 81762714, 81917390, 81690671, 81671215, 81770422, 81726031, 81917393",12
81742818,"Deon Cole: Ok, Mister",Comedy,Stand-Up Comedy,2024,U/A 16+,"English [Original], English - Audio Description","81692735, 81764466, 81708429, 81037130, 81683615, 81665820, 80995737, 81630234, 81697660, 81757746, 81022398, 81717103",12
81742905,A Ranjith Cinema,Drama,"Malayalam-Language, Drama, Thriller",2023,U/A 16+,"Tamil, Telugu, Malayalam [Original], Kannada","81457107, 81643044, 81707601, 81680655, 81332317, 81713648, 81676929, 81593093, 81726744, 81613491, 81652777, 81602972",12
81743706,Rumah Masa Depan,Drama,"Indonesian, Drama",2023,U/A 7+,Indonesian [Original],"81733653, 81716462, 81632937, 81736237, 81755772, 81738679, 81755765, 81704426, 81770884, 81413554, 81327369, 81747921",12
81745658,Spellbound,Kids,"Family, Children & Family, Kids Music, Musicals, US",2024,U/A 7+,"Hindi - Audio Description, Hindi, English [Original], Tamil, Telugu, English - Audio Description","60034386, 80234520, 80214236, 81487903, 81664346, 80234642, 70099116, 81309564, 81018682, 81028225, 81608820, 80013941",12
81745955,Not Friends,Drama,"Thai, Drama, Comedy, Teen",2023,U/A 13+,Thai [Original],"81720538, 81773556, 81713705, 81786970, 81688728, 81667857, 81581946, 81730602, 81908841, 81779693, 80241947, 81684729",12
81746263,"The Pig, The Snake And The Pigeon",Drama,"Taiwanese, Crime, Drama, Action & Adventure, Chinese",2023,A,Mandarin Guoyu [Original],"81616524, 81711455, 81907087, 81717580, 81718141, 81689962, 81730602, 81604901, 81449999, 81718925, 81652564, 81775463",12
81746591,Rebel Moon — Part Two: Director’S Cut,Sci-Fi,"Sci-Fi, Action & Adventure, US",2024,A,"Hindi - Audio Description, Hindi, English [Original], Tamil, Telugu, English - Audio Description","81464239, 81012048, 81624666, 81767637, 70263889, 81722297, 81199139, 81137486, 80025919, 81762779, 81416258, 80237937",12
81746729,A Taste Of Sin,Drama,"Drama, African",2023,U/A 13+,English [Original],"81735125, 81462490, 80066891, 81478629, 81730156, 80081151, 81572291, 81681233, 81663115, 81730158, 81947895, 81341795",12
81746989,Feast,Drama,"Filipino, Crime, Drama, Social Issue Dramas",2022,U/A 13+,Filipino [Original],"81687835, 81750553, 81747923, 81597575, 81746990, 81759076, 80218962, 81687839, 81746999, 81728364, 81754253, 80141777",12
81746990,Red,Drama,"Filipino, Crime, Drama, Thriller",2024,A,Filipino [Original],"81513482, 81441313, 81408627, 81750553, 81040344, 81713705, 81453243, 81746989, 80218962, 60023237, 81754253, 80141777",12
81746991,Moro,Drama,"Filipino, Drama",2023,U/A 13+,Filipino [Original],"81750553, 81726434, 81040344, 81746990, 81946499, 81690671, 81759076, 80218962, 81746989, 60023237, 81754253, 80141777",12
81746999,A Journey,Drama,"Filipino, Drama",2024,A,"Filipino - Audio Description, English, Hindi, Filipino [Original]","81612937, 81687835, 81750553, 81597575, 81747923, 81786970, 81901875, 81685455, 81759076, 81716908, 81687839, 81702502",12
81747490,After Everything,Drama,"Drama, Romantic, Based on Books, US",2024,A,"English [Original], English - Audio Description","81388078, 81172914, 60036227, 81043665, 81760229, 81484068, 81397455, 81762778, 81484069, 60023237, 81711218, 81397456",12
81747800,My Next Guest With David Letterman And John Mulaney,Talk Show,"Talk Shows, US TV Shows",2024,U/A 13+,"English [Original], English - Audio Description","81644272, 81619082, 81037130, 81236173, 80171362, 81577726, 81121023, 81786596, 80146601, 81742123, 80238110, 80209096",12
81747921,Kaka Boss,Comedy,"Indonesian, Drama, Comedy, Social Issue Dramas",2024,U/A 13+,Indonesian [Original],"81307099, 81971170, 81040344, 81344253, 81678776, 81222715, 81516478, 81752390, 81728111, 81971071, 60023237, 81752951",12
81747923,Becky & Badette,Comedy,"Filipino, Drama, Comedy",2023,U/A 13+,Filipino [Original],"81687835, 81597575, 81460760, 81750553, 81901875, 81665492, 81759076, 81507664, 81765098, 81687839, 81665491, 81734371",12
81748098,Song Of The South,Drama,"Vietnamese, Drama, Based on Books, Period Pieces",2023,U/A 13+,Vietnamese [Original],"81718224, 81716251, 81713705, 81786970, 81040344, 81336478, 81623689, 81075519, 81691576, 81416661, 60023237, 81779693",12
81748104,Pinkfong & Hogi Mini-Movie: The Tricky Three Cars,Kids,"Kids' TV, Children & Family, Korean, TV Cartoons",2023,U,"English, Korean [Original]","81637392, 81286920, 81362788, 81639611, 81782266, 81312606, 81923548, 81689583, 81699964, 81272431, 81726678, 81648577",12
81749329,Vijay 69,Drama,"Hindi-Language, Bollywood, Drama, Comedy",2024,U/A 13+,"Hindi - Audio Description, Hindi [Original], English, Tamil, Telugu","81110816, 81555298, 81672746, 81332225, 70082633, 80118002, 81713677, 81681817, 81509546, 81086997, 81728598, 81631010",12
81749751,Japan (Hindi),Action,"Crime, Drama, Comedy, Action & Adventure, Tamil-Language",2023,U/A 16+,Hindi,"81417659, 81508717, 81680653, 81704207, 81508718, 81713075, 81509795, 81600230, 81699649, 81555298, 81497215, 81648103",12
81750030,Sikandar Ka Muqaddar,Thriller,"Hindi-Language, Bollywood, Crime, Drama, Thriller",2024,U/A 13+,"Hindi - Audio Description, Hindi [Original], English, Tamil, Telugu","81555298, 81631010, 81730619, 81173113, 81777258, 81728596, 70082633, 81681817, 81509546, 81728598, 81902035, 81107547",12
81750553,Lolo And The Kid,Drama,"Filipino, Drama, Social Issue Dramas",2024,U/A 16+,"Filipino - Audio Description, English, Filipino [Original]","81597575, 81332733, 81786970, 80174972, 81901875, 81907087, 81690671, 81746999, 81687839, 81239779, 81334946, 81702502",12
81750726,Lonely Castle In The Mirror,Anime,"Japanese, Anime based on Books, Based on Books, Drama Anime, Teen, Anime Features, School Anime",2022,U/A 13+,Japanese [Original],"81747897, 80217130, 80236253, 81582442, 81565710, 81177634, 81450803, 81345945, 80234491, 81328781, 81281872, 557010",12
81751929,The Haunted Hotel,Horror,"Indonesian, Horror, Mystery",2023,A,Indonesian [Original],"81755776, 81971170, 81735367, 81675814, 81725776, 81738677, 81767375, 81927722, 81711292, 81738676, 81034937, 81755768",12
81752390,Rifle Club,Action,"Malayalam-Language, Comedy, Action & Adventure",2024,U/A 16+,"Hindi, Kannada, Malayalam [Original], Tamil, Telugu","81632727, 81307099, 80065328, 70101697, 81728596, 80088678, 70303430, 81665878, 81587769, 70127226, 81324724, 81704690",12
81752733,"Shake, Rattle & Roll Extreme",Horror,"Filipino, Anthology Films, Horror",2023,A,Filipino [Original],"81757583, 81240831, 80177770, 81510752, 81764152, 81237994, 81028404, 80091246, 80208806, 81739319, 81754265, 70113006",12
81752951,Ad Vitam,Thriller,"French, Crime, Drama, Thriller, Mystery",2025,U/A 16+,"Hindi - Audio Description, Hindi, French - Audio Description, English, French [Original], Tamil, Telugu, English - Audio Description","81312828, 81102814, 70298433, 81476963, 81971071, 81424708, 81457507, 81678873, 81321674, 81665878, 81312798, 81520697",12
81753224,Thanksgiving,Horror,"Horror, US",2023,A,"Hindi, English [Original], Tamil, Telugu, English - Audio Description","81325689, 81639205, 81691511, 81517749, 70043240, 80993029, 70206131, 81081050, 81149049, 81483977, 81644122, 80240798",12
81753228,Lost In Perfection,Thriller,"Taiwanese, Crime, Thriller, Courtroom, Chinese",2023,A,Mandarin Guoyu [Original],"81711455, 70101697, 81651687, 81707591, 81090386, 81691576, 81461539, 81919470, 81227121, 81622918, 81640988, 81652564",12
81753235,Abang Adik,Drama,"Malaysian, Drama, Social Issue Dramas",2023,A,Mandarin [Original],"81786970, 81746263, 81907087, 81717580, 81730602, 81604901, 81481125, 81779693, 81594918, 81718925, 81652564, 81775463",12
81753407,Hi Nanna (Tamil),Romance,"Drama, Romantic, Telugu-Language",2023,U/A 7+,Tamil,"81753408, 81600221, 81638585, 81623886, 81774155, 81582584, 81740214, 81637261, 81728992, 81642992, 81486768, 81682028",12
81753408,Hi Nanna (Malayalam),Romance,"Drama, Romantic, Telugu-Language",2023,U/A 7+,Malayalam,"81637262, 81707601, 81259350, 81273582, 81753407, 81477014, 81740214, 81729006, 81582587, 81623887, 81486768, 81682028",12
81753409,Hi Nanna (Kannada),Romance,"Drama, Romantic, Telugu-Language",2023,U/A 7+,Kannada,"81508710, 81582588, 81637263, 81519046, 81753407, 81555342, 81729007, 81681254, 81609577, 81740214, 81642995, 81682028",12
81753728,Siksa Neraka,Horror,"Indonesian, Horror",2023,A,Indonesian [Original],"81755776, 81971170, 81735367, 81675814, 81725776, 81021831, 81728111, 81767375, 81711292, 81751929, 81738676, 81755768",12
81753774,Sheriff: Narko Integriti,Action,"Malaysian, Crime, Action & Adventure",2024,A,Malay [Original],"81577427, 70224999, 81940274, 81440944, 81265803, 81631030, 81949600, 81031178, 81493411, 81504695, 81726031, 81157729",12
81754253,Gomburza,Drama,"Filipino, Drama, Period Pieces, Social Issue Dramas",2023,U/A 13+,Filipino [Original],"81687835, 81597575, 81747923, 81750553, 81726434, 81786970, 81759076, 81746989, 81746991, 81687839, 81746999, 80218962",12
81754265,Kampon,Horror,"Filipino, Horror",2023,A,Filipino [Original],"81757583, 81755776, 81764152, 81028404, 81752733, 81739319, 81577428, 81767375, 81751929, 81927385, 81738676, 81755768",12
81754653,The Bridge Curse: Ritual,Horror,"Taiwanese, Horror, Chinese",2023,U/A 16+,Mandarin Guoyu [Original],"81757583, 80991313, 81478662, 81224632, 81457374, 81486333, 81599888, 81282019, 81696795, 80219131, 80217312, 81486809",12
81754670,Southern All Stars Chigasaki Live 2023,Music,"Music, Japanese, Concerts",2023,U/A 16+,Japanese [Original],"81708832, 81238721, 81970754, 81092491, 81720500, 81106901, 81668040, 81590689, 81450779, 81901456, 81171871, 81787452",12
81754779,Salaar (Tamil),Action,"Crime, Action & Adventure",2023,A,Tamil,"81639319, 81508241, 81728125, 81644302, 81157385, 81727155, 81754782, 81762714, 81754780, 81671215, 81637261, 81726031",12
81754780,Salaar (Malayalam),Action,"Crime, Action & Adventure",2023,A,Malayalam,"81639323, 81637262, 81571134, 81157385, 81727155, 81754782, 81639321, 81259350, 81754779, 81476453, 81436990, 81726031",12
81754781,Salaar (Kannada),Action,"Crime, Action & Adventure",2023,A,Kannada,"81639323, 81727155, 81157385, 81754782, 81637263, 81754779, 81508703, 81476453, 81671215, 81436990, 81726031, 81639322",12
81754782,Salaar (English),Action,"Crime, Action & Adventure",2023,A,English,"81639323, 81157385, 81727155, 81754779, 81476453, 81671215, 81754781, 81648072, 81436990, 81508719, 81726031, 81648103",12
81754783,Conjuring Kannappan (Telugu),Horror,"Comedy, Horror",2023,U/A 16+,Telugu,"81588444, 81725766, 81942680, 81177374, 81758615, 81632775, 81504461, 81704206, 81496132, 81678103, 81754785, 81597037",12
81754784,Conjuring Kannappan (Malayalam),Horror,"Comedy, Horror",2023,U/A 16+,Malayalam,"80091246, 81699651, 70251894, 81644920, 81267359, 81704206, 81754783, 81632774, 81496130, 81243747, 81754785, 81088083",12
81754785,Conjuring Kannappan (Kannada),Horror,"Comedy, Horror",2023,U/A 16+,Kannada,"81508706, 81725768, 81582588, 81711453, 81632777, 81632775, 81683124, 81704206, 81754783, 81496130, 81699652, 81754784",12
81755765,Heartbreak Motel,Drama,"Indonesian, Drama, Romantic, Based on Books, Social Issue Dramas",2024,U/A 16+,Indonesian [Original],"81671924, 81040344, 81786970, 81678776, 81770884, 81582447, 60023237, 81925606, 81704426, 81779693, 81752951, 81747921",12
81755768,Kuyang,Horror,"Indonesian, Horror, Based on Books",2024,A,Indonesian [Original],"81753728, 81757583, 81755776, 81735367, 81675814, 81734885, 81738677, 81767375, 81751929, 81711292, 81927385, 81738676",12
81755772,Ali Topan,Romance,"Indonesian, Drama, Romantic, Based on Books",2023,A,Indonesian [Original],"81260647, 81671922, 81671924, 81716462, 81678776, 81260646, 81260640, 81362645, 81770884, 81706808, 81413554, 81747921",12
81755774,13 Bombs,Action,"Indonesian, Crime, Action & Adventure",2023,A,Indonesian [Original],"81721164, 81344253, 81644088, 81721676, 81724557, 81949600, 80237937, 80148162, 81644947, 81647967, 80109145, 81597206",12
